Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Brand,Model
Kochi,2018,51346,Diesel,Automatic,First,16.0,183.0,HYUNDAI,TUCSON 2.0 E-VGT 2WD AT GLS
Pune,2017,43000,Diesel,Manual,First,13.0,147.0,TOYOTA,INNOVA CRYSTA 2.4 ZX MT
Jaipur,2011,35000,Petrol,Manual,Third,19.0,35.0,MARUTI,OMNI MPI CARGO BSIII W/ IMMOBILISER
Coimbatore,2017,27872,Petrol,Manual,Second,20.0,81.0,MARUTI,SWIFT VXI BSIV
Mumbai,2014,16514,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 MAGNA
Pune,2012,120000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Hyderabad,2008,143275,Diesel,Manual,First,22.0,126.0,HYUNDAI,VERNA CRDI 1.6 SX
Hyderabad,2006,99000,Petrol,Manual,First,0.0,97.0,HYUNDAI,SANTRO XING XL
Mumbai,2010,52000,Petrol,Manual,First,17.0,80.0,HYUNDAI,I20 1.2 SPORTZ
Coimbatore,2017,29819,Diesel,Automatic,First,11.0,254.0,MERCEDES-BENZ,GLE 350D
Bangalore,2014,57000,Diesel,Manual,Second,15.0,170.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI CLASSIC
Hyderabad,2014,88500,Diesel,Manual,First,23.0,73.0,MARUTI,RITZ ZDI
Bangalore,2016,28000,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX
Pune,2010,67000,Petrol,Manual,First,19.0,66.0,MARUTI,A-STAR VXI
Delhi,2016,26000,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXZ OPTION
Delhi,2010,120000,Diesel,Manual,First,17.0,76.0,FIAT,GRANDE PUNTO 1.3 EMOTION PACK (DIESEL)
Coimbatore,2017,51982,Diesel,Automatic,First,16.0,258.0,BMW,X3 XDRIVE30D M SPORT
Bangalore,2010,36000,Petrol,Manual,Second,20.0,78.0,HYUNDAI,I10 SPORTZ
Pune,2016,47000,Diesel,Manual,First,12.0,102.0,TOYOTA,INNOVA 2.5 G4 DIESEL 7-SEATER
Mumbai,2002,60000,Petrol,Manual,Third,17.0,60.0,MARUTI,ZEN VXI BSII
Hyderabad,2018,31025,Diesel,Manual,First,28.0,74.0,MARUTI,SWIFT VDI
Pune,2013,105000,Diesel,Manual,Second,12.0,120.0,MAHINDRA,SCORPIO VLX 2.2 MHAWK AIRBAG BSIV
Pune,2017,121900,Diesel,Manual,First,22.0,74.0,TATA,ZEST QUADRAJET 1.3 75PS XE
Mumbai,2017,22695,Petrol,Manual,First,18.0,123.0,FORD,ECOSPORT 1.0 ECOBOOST TITANIUM PLUS
Jaipur,2012,73000,Diesel,Manual,First,23.0,74.0,MARUTI,SWIFT DZIRE ZDI
Kochi,2016,32227,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 LXI
Jaipur,2011,55000,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 S MT
Kochi,2018,11287,Diesel,Automatic,First,12.0,241.0,AUDI,Q7 3.0 TDI QUATTRO TECHNOLOGY
Mumbai,2009,48000,Diesel,Automatic,Second,17.0,105.0,SKODA,LAURA 1.9 TDI AT AMBIENTE
Kochi,2012,54308,Petrol,Manual,First,17.0,121.0,HYUNDAI,VERNA 1.6 SX VTVT (O)
Jaipur,2009,78442,Petrol,Automatic,First,16.0,118.0,HONDA,CITY 1.5 V AT
Kolkata,2013,46000,Diesel,Manual,First,21.0,88.0,HYUNDAI,I20 MAGNA OPTIONAL 1.4 CRDI
Coimbatore,2014,45051,Petrol,Automatic,First,15.0,98.0,HYUNDAI,I20 SPORTZ AT 1.4
Hyderabad,2011,69000,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO DIESEL HIGHLINE
Ahmedabad,2014,49000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC VX
Pune,2018,45000,Diesel,Manual,First,22.0,74.0,TATA,ZEST QUADRAJET 1.3 75PS XE
Pune,2015,64000,Diesel,Automatic,First,18.0,177.0,BMW,5 SERIES 2003-2012 520D
Delhi,2009,60000,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R LXI MINOR
Delhi,2015,62178,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ VX
Coimbatore,2012,58006,Diesel,Manual,First,15.0,105.0,VOLKSWAGEN,JETTA 2007-2011 2.0 TDI COMFORTLINE
Hyderabad,2010,74000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 MAGNA 1.2
Kochi,2015,77771,Diesel,Automatic,First,19.0,170.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI AVANTGARDE
Pune,2012,45275,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 MAGNA 1.2 ITECH SE
Chennai,2016,48000,Diesel,Manual,First,13.0,147.0,TOYOTA,INNOVA CRYSTA 2.4 ZX MT
Kochi,2015,31652,Diesel,Automatic,First,17.0,174.0,AUDI,A6 2011-2015 2.0 TDI TECHNOLOGY
Hyderabad,2010,109000,Diesel,Manual,Second,12.0,100.0,TOYOTA,INNOVA 2.5 VX (DIESEL) 7 SEATER
Mumbai,2015,31978,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
Hyderabad,2011,70000,Petrol,Manual,First,20.0,67.0,MARUTI,ALTO K10 LXI
Mumbai,2017,15000,Petrol,Automatic,First,18.0,117.0,HONDA,CITY I-VTEC CVT ZX
Coimbatore,2013,59138,Diesel,Manual,First,17.0,70.0,TATA,INDIGO LX
Kochi,2014,61726,Diesel,Automatic,First,17.0,174.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS
Delhi,2015,48000,Diesel,Automatic,First,17.0,136.0,MERCEDES-BENZ,GLA CLASS 200 CDI SPORT
Chennai,2006,58000,Petrol,Manual,Second,0.0,97.0,HYUNDAI,SANTRO XING XL
Kolkata,2011,60020,Diesel,Manual,First,17.0,97.0,MARUTI,SWIFT VDI BSIV
Hyderabad,2014,77815,Petrol,Automatic,First,23.0,67.0,MARUTI,CELERIO VXI AT
Hyderabad,2017,29000,Diesel,Automatic,First,17.0,201.0,MERCEDES-BENZ,GLE 250D
Delhi,2017,44000,Diesel,Automatic,First,12.0,187.0,LAND,ROVER RANGE ROVER HSE DYNAMIC
Hyderabad,2011,108626,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO DIESEL TRENDLINE
Hyderabad,2012,71791,Petrol,Manual,First,14.0,35.0,MARUTI,OMNI 8 SEATER BSIV
Kochi,2012,91931,Petrol,Manual,First,18.0,86.0,HONDA,BRIO 1.2 VX MT
Hyderabad,2000,158000,Diesel,Manual,Second,14.0,83.0,TATA,SUMO DELUX
Pune,2012,91183,Diesel,Manual,First,18.0,75.0,TATA,INDICA VISTA AURA 1.3 QUADRAJET
Delhi,2012,65000,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R LXI BS IV
Hyderabad,2015,88428,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W8 4WD
Pune,2008,138000,Diesel,Manual,Second,17.0,70.0,TATA,INDIGO LS DICOR
Mumbai,2018,18000,Petrol,Manual,First,16.0,93.0,MARUTI,ERTIGA PASEO VXI
Mumbai,2011,60000,Petrol,Automatic,First,11.0,177.0,HONDA,ACCORD 2.4 A/T
Kolkata,2012,48000,Diesel,Manual,First,19.0,73.0,MARUTI,SWIFT DZIRE VDI
Hyderabad,2009,160000,Diesel,Manual,First,17.0,68.0,FORD,FIESTA EXI 1.4 TDCI LTD
Kolkata,2008,40000,Petrol,Manual,First,17.0,78.0,HONDA,CITY ZX GXI
Kochi,2014,51495,Diesel,Automatic,First,17.0,174.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS
Mumbai,2011,30000,Diesel,Automatic,First,9.0,313.0,BMW,6 SERIES 640D GRAN COUPE
Coimbatore,2017,97430,Diesel,Automatic,First,14.0,245.0,AUDI,Q7 45 TDI QUATTRO TECHNOLOGY
Pune,2008,42496,CNG,Manual,First,26.0,67.0,MARUTI,ZEN ESTILO LXI GREEN (CNG)
Pune,2012,83000,Diesel,Manual,First,23.0,90.0,HYUNDAI,I20 1.4 CRDI ASTA
Bangalore,2009,37000,Petrol,Automatic,Third,16.0,78.0,HYUNDAI,I10 SPORTZ AT
Kochi,2016,28503,Petrol,Automatic,First,19.0,88.0,HONDA,JAZZ 1.2 V CVT I VTEC
Hyderabad,2015,76496,Diesel,Manual,First,25.0,74.0,MARUTI,SWIFT VDI BSIV
Pune,2011,79152,Petrol,Manual,Second,18.0,82.0,HYUNDAI,I20 ASTA 1.2
Kolkata,2011,32000,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL COMFORTLINE 1.2L
Ahmedabad,2009,35000,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI
Chennai,2004,105000,Petrol,Automatic,Second,11.0,125.0,TOYOTA,COROLLA H4
Chennai,2006,56000,Petrol,Manual,Second,19.0,46.0,MARUTI,ALTO LXI
Pune,2012,73000,Diesel,Manual,First,21.0,88.0,TATA,MANZA ELAN QUADRAJET BS IV
Pune,2012,38000,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI
Kolkata,2013,775000,Diesel,Automatic,First,19.0,141.0,SKODA,OCTAVIA AMBITION PLUS 2.0 TDI AT
Kolkata,2008,80000,Petrol,Automatic,First,11.0,125.0,TOYOTA,COROLLA H4
Coimbatore,2016,24973,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 ASTA OPTION 1.2
Chennai,2016,45000,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA LDI
Delhi,2010,87430,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 V MT
Hyderabad,2014,133944,Diesel,Manual,Second,18.0,75.0,TATA,INDICA VISTA AQUA 1.3 QUADRAJET
Kolkata,2013,57000,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Coimbatore,2016,27904,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON D LITE PLUS
Kochi,2015,30717,Diesel,Automatic,Second,21.0,190.0,BMW,3 SERIES LUXURY LINE
Bangalore,2012,80000,Diesel,Manual,First,22.0,126.0,HYUNDAI,VERNA 1.6 SX
Ahmedabad,2013,47304,Diesel,Manual,First,21.0,88.0,TATA,MANZA CLUB CLASS QUADRAJET90 LS
Jaipur,2005,100000,Petrol,Automatic,First,14.0,227.0,SKODA,OCTAVIA RS
Pune,2017,30000,Petrol,Manual,First,24.0,67.0,MARUTI,ALTO K10 VXI
Mumbai,2014,68000,Diesel,Manual,First,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL
Kolkata,2011,21000,Petrol,Manual,Second,18.0,62.0,CHEVROLET,SPARK 1.0 LS
Hyderabad,2017,21000,Diesel,Automatic,First,19.0,177.0,JAGUAR,XF 2.0 DIESEL PORTFOLIO
Jaipur,2007,119000,Petrol,Manual,Third,13.0,141.0,HONDA,CR-V RVI MT
Kochi,2019,13747,Petrol,Automatic,First,14.0,177.0,SKODA,SUPERB L&K 1.8 TSI AT
Chennai,2009,620000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 MAGNA 1.2
Delhi,2013,70000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT LDI
Mumbai,2016,18000,Petrol,Automatic,First,18.0,83.0,MARUTI,SWIFT DZIRE VXI AT
Chennai,2011,83000,Diesel,Manual,First,23.0,63.0,NISSAN,MICRA DIESEL XV
Mumbai,2015,130000,Diesel,Manual,First,23.0,74.0,MARUTI,SWIFT DZIRE TOUR LDI
Pune,2012,63400,Diesel,Manual,First,17.0,67.0,FORD,FIESTA CLASSIC 1.4 DURATORQ CLXI
Kolkata,2003,65000,Petrol,Manual,First,17.0,60.0,MARUTI,ZEN LX
Pune,2017,8350,Petrol,Manual,First,13.0,192.0,MINI,CLUBMAN COOPER S
Kolkata,2014,45000,Diesel,Manual,First,23.0,67.0,TOYOTA,ETIOS GD
Kolkata,2018,26200,Petrol,Manual,First,24.0,47.0,MARUTI,ALTO 800 2016-2019 LXI
Bangalore,2011,11000,Petrol,Manual,Third,18.0,47.0,MARUTI,ALTO VXI
Bangalore,2009,90000,Diesel,Automatic,Second,11.0,235.0,BMW,X5 3.0D
Mumbai,2015,74000,Petrol,Automatic,Second,11.0,179.0,NISSAN,TEANA XV
Coimbatore,2015,37081,Petrol,Automatic,First,18.0,82.0,HYUNDAI,GRAND I10 AT ASTA
Hyderabad,2017,39000,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA ZDI PLUS
Mumbai,2008,99000,Diesel,Automatic,Third,12.0,241.0,AUDI,Q7 3.0 TDI QUATTRO PREMIUM PLUS
Chennai,2015,38000,Diesel,Automatic,First,17.0,136.0,MERCEDES-BENZ,GLA CLASS 200 CDI
Chennai,2007,72000,Petrol,Manual,Third,16.0,37.0,MARUTI,800 AC
Chennai,2015,93000,Diesel,Manual,Second,20.0,83.0,RENAULT,DUSTER 85PS DIESEL RXL
Mumbai,2017,5900,Diesel,Manual,First,21.0,87.0,TOYOTA,COROLLA ALTIS D-4D GL
Chennai,2014,25000,Diesel,Manual,First,15.0,170.0,MERCEDES-BENZ,NEW C-CLASS 220
Hyderabad,2010,68000,Diesel,Manual,Second,21.0,73.0,MARUTI,RITZ VDI
Kochi,2017,35676,Petrol,Automatic,First,16.0,117.0,HONDA,BRV I-VTEC V CVT
Kochi,2015,74310,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI BASE
Jaipur,2014,59364,Diesel,Automatic,First,14.0,203.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI AVANTGARDE
Kochi,2014,41380,Petrol,Automatic,Second,14.0,120.0,MERCEDES-BENZ,B CLASS B180
Bangalore,2017,33900,Diesel,Automatic,First,15.0,204.0,MERCEDES-BENZ,E-CLASS 2015-2017 E250 EDITION E
Mumbai,2016,28000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC VX OPTION
Hyderabad,2007,50958,Petrol,Manual,First,17.0,97.0,HYUNDAI,SANTRO XING XL ERLX EURO III
Chennai,2011,93982,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 S MT
Pune,2010,95000,Petrol,Manual,First,16.0,103.0,HYUNDAI,VERNA TRANSFORM VTVT
Mumbai,2017,9000,Petrol,Automatic,First,13.0,246.0,JAGUAR,XE PORTFOLIO
Delhi,2015,52516,Petrol,Manual,First,18.0,86.0,HONDA,AMAZE S I-VTECH
Bangalore,2015,20000,Petrol,Automatic,First,18.0,122.0,MINI,COOPER CONVERTIBLE 1.6
Coimbatore,2017,56451,Diesel,Automatic,First,13.0,282.0,MERCEDES-BENZ,S CLASS 2005 2013 S 350 CDI
Chennai,2014,37000,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON MAGNA PLUS
Kolkata,2014,17400,Petrol,Manual,First,20.0,67.0,MARUTI,WAGON R VXI BS IV
Coimbatore,2011,90207,Diesel,Manual,First,21.0,73.0,MARUTI,RITZ LDI
Chennai,2011,89616,Diesel,Automatic,First,16.0,181.0,BMW,3 SERIES 320D SEDAN
Pune,2014,85000,Diesel,Manual,First,13.0,138.0,TATA,XENON XT EX 4X2
Chennai,2014,79271,Diesel,Automatic,First,20.0,143.0,AUDI,A3 35 TDI ATTRACTION
Hyderabad,2012,56000,Diesel,Automatic,First,12.0,187.0,LAND,ROVER RANGE ROVER 2.2L DYNAMIC
Pune,2010,85001,Diesel,Automatic,Second,12.0,224.0,MERCEDES-BENZ,GL-CLASS 2007 2012 350 CDI LUXURY
Hyderabad,2018,12000,Diesel,Automatic,First,13.0,175.0,MITSUBISHI,PAJERO SPORT 4X2 AT DUALTONE BLACKTOP
Jaipur,2010,125000,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LX
Pune,2013,53000,Petrol,Manual,First,14.0,64.0,MARUTI,WAGON R LXI BSIII
Coimbatore,2017,34990,Diesel,Automatic,First,12.0,187.0,LAND,ROVER RANGE ROVER 2.2L PRESTIGE
Pune,2011,49768,Petrol,Manual,Second,17.0,121.0,HYUNDAI,VERNA 1.6 SX VTVT
Hyderabad,2013,56000,Diesel,Automatic,First,16.0,218.0,BMW,5 SERIES 525D SEDAN
Bangalore,2013,75000,Diesel,Automatic,First,14.0,270.0,JAGUAR,XF DIESEL
Hyderabad,2010,57000,Petrol,Automatic,First,13.0,157.0,SKODA,SUPERB ELEGANCE 1.8 TSI AT
Kochi,2017,37542,Diesel,Automatic,First,15.0,174.0,AUDI,Q3 35 TDI QUATTRO PREMIUM
Coimbatore,2014,95649,Diesel,Automatic,First,12.0,187.0,LAND,ROVER RANGE ROVER 2.2L PURE
Jaipur,2013,35299,Diesel,Automatic,First,14.0,170.0,MERCEDES-BENZ,NEW C-CLASS 220 CDI AT
Kochi,2017,28464,Diesel,Manual,First,15.0,120.0,MAHINDRA,SCORPIO S10 4WD
Mumbai,2015,41000,Diesel,Automatic,First,21.0,190.0,BMW,3 SERIES LUXURY LINE
Pune,2017,9000,Petrol,Manual,First,15.0,117.0,HONDA,BR-V I-VTEC S MT
Chennai,2010,92098,Diesel,Automatic,Second,16.0,215.0,VOLVO,S80 2006-2013 D5
Pune,2005,5834,Petrol,Manual,First,13.0,94.0,HYUNDAI,ACCENT GLE
Jaipur,2017,40250,Petrol,Manual,First,17.0,81.0,HYUNDAI,I20 ACTIVE SX PETROL
Coimbatore,2018,22397,Petrol,Automatic,First,11.0,367.0,MERCEDES-BENZ,GLC 43 AMG COUPE
Kolkata,2015,20800,Petrol,Manual,Second,21.0,55.0,HYUNDAI,EON MAGNA PLUS
Kochi,2018,40322,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 SPORTZ EDITION
Mumbai,2013,52576,Petrol,Manual,First,13.0,100.0,HONDA,CITY 1.5 EXI S
Kolkata,2010,55000,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
Mumbai,2016,47000,Petrol,Automatic,First,15.0,187.0,AUDI,A6 35 TFSI MATRIX
Hyderabad,2010,42021,Diesel,Manual,First,0.0,97.0,VOLKSWAGEN,JETTA 2007-2011 1.9 L TDI
Coimbatore,2017,23163,Petrol,Manual,First,15.0,121.0,HYUNDAI,CRETA 1.6 SX PLUS DUAL TONE PETROL
Mumbai,2011,50000,Petrol,Automatic,Second,11.0,186.0,MERCEDES-BENZ,NEW C-CLASS C 200 CGI AVANTGARDE
Mumbai,2014,11900,Petrol,Automatic,First,16.0,189.0,MINI,COOPER CONVERTIBLE S
Pune,2006,108000,Petrol,Manual,Second,17.0,97.0,HYUNDAI,SANTRO XING XO ERLX EURO II
Bangalore,2013,37000,Diesel,Manual,First,23.0,67.0,TOYOTA,ETIOS VD
Delhi,2014,30000,Petrol,Manual,Second,19.0,86.0,HONDA,BRIO S MT
Coimbatore,2018,12831,Petrol,Automatic,First,21.0,83.0,MARUTI,BALENO ALPHA AUTOMATIC
Coimbatore,2012,143017,Diesel,Automatic,First,20.0,138.0,SKODA,LAURA AMBIENTE 2.0 TDI CR AT
Kochi,2018,13102,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON ERA PLUS
Coimbatore,2019,24950,Diesel,Manual,First,20.0,108.0,RENAULT,CAPTUR 1.5 DIESEL RXL
Coimbatore,2011,57832,Diesel,Automatic,First,16.0,258.0,BMW,5 SERIES 2003-2012 GT 530D LE
Kochi,2016,34267,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 LXI
Bangalore,2015,33000,Diesel,Automatic,Second,16.0,150.0,VOLVO,V40 D3
Ahmedabad,2007,55100,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R LXI BSII
Kolkata,2008,40000,Petrol,Manual,First,17.0,78.0,HONDA,CITY ZX GXI
Kochi,2017,31841,CNG,Manual,First,15.0,73.0,MARUTI,EECO 5 STR WITH AC PLUS HTR CNG
Kolkata,2014,15000,Petrol,Manual,First,13.0,98.0,CHEVROLET,ENJOY 1.4 LS 8
Coimbatore,2016,82756,Diesel,Manual,First,15.0,62.0,MAHINDRA,BOLERO ZLX
Coimbatore,2012,50243,Petrol,Manual,First,0.0,97.0,HYUNDAI,SANTRO GLS I - EURO I
Hyderabad,2014,20600,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON D LITE
Coimbatore,2017,29952,Petrol,Automatic,First,13.0,121.0,HYUNDAI,CRETA 1.6 SX PLUS PETROL AUTOMATIC
Mumbai,2017,15000,Petrol,Manual,Second,16.0,103.0,VOLKSWAGEN,VENTO 1.6 COMFORTLINE
Pune,2008,61938,Petrol,Automatic,Second,12.0,130.0,HONDA,CIVIC 2006-2010 1.8 S AT
Hyderabad,2014,67000,Diesel,Manual,First,22.0,74.0,TATA,INDICA VISTA QUADRAJET LS
Kochi,2013,61672,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W8 2WD
Coimbatore,2017,26185,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 1.2 ASTA OPTION
Bangalore,2014,38000,Diesel,Automatic,Second,14.0,174.0,AUDI,Q5 30 TDI QUATTRO PREMIUM PLUS
Chennai,2011,67000,Petrol,Manual,Second,18.0,85.0,MARUTI,RITZ VXI
Chennai,2010,66000,Petrol,Manual,Second,13.0,114.0,MITSUBISHI,CEDIA SPORTS
Hyderabad,2015,80883,Diesel,Manual,First,12.0,102.0,TOYOTA,INNOVA 2.5 V DIESEL 7-SEATER
Hyderabad,2016,80219,Diesel,Manual,First,27.0,47.0,MARUTI,CELERIO LDI
Delhi,2018,12923,Diesel,Manual,First,25.0,88.0,MARUTI,S-CROSS DELTA DDIS 200 SH
Coimbatore,2016,86642,Diesel,Automatic,First,15.0,181.0,AUDI,Q3 35 TDI QUATTRO PREMIUM PLUS
Bangalore,2016,19235,Diesel,Automatic,First,21.0,190.0,BMW,3 SERIES LUXURY LINE
Coimbatore,2016,51002,Diesel,Automatic,First,11.0,335.0,AUDI,Q7 4.2 TDI QUATTRO TECHNOLOGY
Pune,2016,6800,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 2015-2017 ASTA 1.2
Hyderabad,2012,82749,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXL
Pune,2016,51000,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI S CELEBRATION EDITION
Delhi,2014,31465,Diesel,Manual,First,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TITANIUM
Hyderabad,2013,76476,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
Kolkata,2017,14000,Diesel,Manual,First,24.0,70.0,HYUNDAI,GRAND I10 CRDI MAGNA
Ahmedabad,2013,47000,Diesel,Manual,First,21.0,88.0,TATA,MANZA AQUA QUADRAJET BS IV
Kolkata,2011,48466,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 V MT
Bangalore,2008,46000,Petrol,Manual,Second,17.0,62.0,HYUNDAI,SANTRO XING GLS
Hyderabad,2012,162663,Diesel,Manual,First,12.0,100.0,TOYOTA,INNOVA 2.5 VX (DIESEL) 7 SEATER
Coimbatore,2017,25142,Diesel,Manual,First,28.0,88.0,MARUTI,CIAZ 1.3 S
Delhi,2013,69000,Diesel,Manual,First,12.0,169.0,TOYOTA,FORTUNER 4X4 MT TRD SPORTIVO
Chennai,2009,80524,Petrol,Manual,Second,15.0,97.0,FORD,FIESTA 1.6 SXI ABS DURATEC
Kochi,2018,26405,Petrol,Automatic,First,12.0,191.0,MERCEDES-BENZ,E-CLASS E 220 D
Chennai,2014,45000,Diesel,Manual,First,15.0,170.0,MERCEDES-BENZ,NEW C-CLASS 220 CDI MT
Kolkata,2012,64284,Diesel,Manual,First,17.0,108.0,SKODA,YETI AMBITION 4X2
Delhi,2015,27000,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 SPORTZ
Hyderabad,2018,3678,Petrol,Manual,First,18.0,86.0,FORD,FIGO 2015-2019 1.2P TITANIUM MT
Mumbai,2013,21000,Petrol,Manual,First,16.0,138.0,SKODA,OCTAVIA AMBITION 1.4 TSI MT
Mumbai,2015,67000,Diesel,Manual,Second,19.0,83.0,RENAULT,DUSTER 85PS DIESEL RXL OPTION
Delhi,2015,24000,Diesel,Automatic,Second,15.0,177.0,LAND,ROVER RANGE ROVER EVOQUE 2.0 TD4 PURE
Chennai,2011,75000,Diesel,Manual,Second,20.0,68.0,FORD,FIGO DIESEL EXI
Hyderabad,2008,179000,Diesel,Automatic,Second,12.0,156.0,FORD,ENDEAVOUR HURRICANE LIMITED EDITION
Coimbatore,2017,47198,Diesel,Manual,First,12.0,168.0,TOYOTA,FORTUNER 4X4 MT
Kolkata,2012,52000,Diesel,Manual,First,22.0,73.0,VOLKSWAGEN,POLO DIESEL COMFORTLINE 1.2L
Jaipur,2011,91000,Diesel,Manual,First,23.0,73.0,MARUTI,RITZ VDI
Pune,2013,60000,Diesel,Manual,First,23.0,63.0,NISSAN,MICRA DIESEL XV PREMIUM
Kolkata,2013,37873,Diesel,Manual,First,22.0,126.0,HYUNDAI,VERNA 1.6 SX
Kolkata,2011,31000,Petrol,Automatic,First,10.0,150.0,BMW,5 SERIES 2003-2012 523I
Pune,2017,129000,Diesel,Automatic,First,11.0,258.0,MERCEDES-BENZ,GLS 350D 4MATIC
Hyderabad,2004,78000,Petrol,Automatic,First,12.0,187.0,HONDA,CR-V 2.4L 4WD AT
Bangalore,2016,32000,Diesel,Automatic,First,17.0,126.0,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS
Jaipur,2010,59000,Petrol,Manual,Second,19.0,68.0,HYUNDAI,I10 ERA
Kochi,2016,35437,Diesel,Automatic,First,20.0,136.0,MERCEDES-BENZ,A CLASS A200 CDI SPORT
Jaipur,2014,98000,Petrol,Manual,First,16.0,93.0,MARUTI,ERTIGA VXI
Chennai,2006,72000,Diesel,Manual,Second,18.0,66.0,SKODA,OCTAVIA CLASSIC 1.9 TDI MT
Pune,2015,79000,Petrol,Manual,First,18.0,86.0,HONDA,AMAZE VX I-VTECH
Chennai,2004,29000,Petrol,Manual,First,17.0,60.0,MARUTI,ZEN LXI BSII
Kochi,2013,66012,Petrol,Manual,First,15.0,103.0,MARUTI,SX4 ZXI MT BSIV
Mumbai,2014,35000,Petrol,Automatic,First,16.0,86.0,HONDA,BRIO VX AT
Ahmedabad,2011,75000,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R VXI
Mumbai,2008,80000,Petrol,Automatic,Second,12.0,164.0,TOYOTA,CAMRY A/T
Kochi,2012,32717,Petrol,Manual,First,18.0,79.0,CHEVROLET,BEAT LS
Delhi,2017,25000,Diesel,Automatic,First,12.0,168.0,TOYOTA,FORTUNER 4X4 AT
Mumbai,2014,79000,Diesel,Manual,First,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL
Hyderabad,2010,86000,Diesel,Manual,Second,17.0,75.0,MARUTI,SWIFT VDI BSIII
Pune,2010,137000,Diesel,Automatic,First,13.0,282.0,MERCEDES-BENZ,S CLASS 2005 2013 S 350 CDI
Mumbai,2015,25000,Petrol,Manual,Second,17.0,117.0,HONDA,MOBILIO S I VTEC
Mumbai,2017,8500,Petrol,Manual,Second,18.0,82.0,HYUNDAI,GRAND I10 SPORTZ
Bangalore,2015,34000,Diesel,Automatic,First,16.0,140.0,MAHINDRA,XUV500 AT W8 FWD
Pune,2012,41629,Petrol,Manual,Second,14.0,105.0,SKODA,FABIA 1.6 MPI ELEGANCE
Hyderabad,2009,80227,Petrol,Manual,First,17.0,62.0,HYUNDAI,SANTRO XING GLS
