,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,brand,model
228,2017,26327,Petrol,Automatic,First,16.82,1998,189.08,4.0,35.67,MINI,COOPER CONVERTIBLE S
229,2015,70436,Diesel,Manual,First,0.0,1498,99,,3.6,FORD,FIGO DIESEL
230,2007,200000,Diesel,Manual,Second,17.2,1396,53.5,5.0,0.85,TATA,INDICA V2 DLS BSII
231,2016,60813,Petrol,Manual,Second,18.6,1199,76.8,5.0,3.32,CHEVROLET,BEAT LT
232,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.6,VOLKSWAGEN,POLO DIESEL COMFORTLINE 1.2L
233,2016,64000,Diesel,Manual,First,22.9,1248,74,5.0,6.8,MARUTI,SWIFT ZDI
234,2012,41284,Diesel,Manual,First,20.0,1399,68.05,5.0,2.5,FORD,FIGO DIESEL EXI
235,2019,14165,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.64,TOYOTA,INNOVA CRYSTA 2.8 GX AT
236,2011,67000,Diesel,Automatic,Second,11.72,2199,194.3,7.0,7.0,HYUNDAI,SANTA FE 4X4 AT
237,2011,32572,Petrol,Manual,First,17.4,1497,117.3,5.0,3.87,HONDA,CITY I-VTEC V
238,2018,14960,Petrol,Manual,First,18.6,1197,81.83,5.0,6.27,HYUNDAI,I20 1.2 MAGNA EXECUTIVE
239,2015,55980,Diesel,Automatic,First,19.27,2143,167.62,5.0,18.12,MERCEDES-BENZ,NEW C-CLASS C 220D AVANTGARDE EDITION C
240,2013,74000,Diesel,Manual,First,25.44,936,57.6,5.0,2.65,CHEVROLET,BEAT DIESEL LT
241,2015,56847,Diesel,Manual,First,22.54,1396,88.73,5.0,7.2,HYUNDAI,I20 SPORTZ 1.4 CRDI
242,2015,121374,Diesel,Manual,First,12.99,2494,100.6,7.0,14.3,TOYOTA,INNOVA 2.5 Z DIESEL 7 SEATER
243,2013,52000,Diesel,Manual,First,20.77,1248,88.76,7.0,6.9,MARUTI,ERTIGA VDI
244,2014,118000,Diesel,Manual,First,12.8,2494,102,7.0,10.75,TOYOTA,INNOVA 2.5 V DIESEL 7-SEATER
245,2007,72000,Petrol,Manual,Third,17.0,1086,,5.0,0.95,HYUNDAI,SANTRO XING XO ERLX EURO II
246,2016,33915,Petrol,Manual,First,17.8,1497,117.3,5.0,8.09,HONDA,CITY I VTEC V
247,2014,82002,Diesel,Automatic,First,17.05,1995,184,5.0,18.5,BMW,X1 SDRIVE20D
248,2017,33000,Diesel,Manual,First,24.0,1120,70,5.0,4.75,HYUNDAI,GRAND I10 CRDI ERA
249,2016,34000,Diesel,Manual,First,28.09,1248,88.5,5.0,8.45,MARUTI,CIAZ 1.3 ALPHA
250,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5.0,3.5,SKODA,RAPID LEISURE 1.6 TDI MT
251,2006,160538,Diesel,Manual,First,13.1,1493,82,5.0,1.8,HYUNDAI,ACCENT CRDI
252,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5.0,3.7,VOLKSWAGEN,POLO GT 1.5 TDI
253,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5.0,7.17,HONDA,JAZZ 1.2 VX I VTEC
254,2010,83000,Petrol,Manual,First,19.81,1086,68.05,5.0,1.75,HYUNDAI,I10 ERA
255,2018,51346,Diesel,Automatic,First,16.38,1995,183,5.0,21.99,HYUNDAI,TUCSON 2.0 E-VGT 2WD AT GLS
256,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7.0,18.65,TOYOTA,INNOVA CRYSTA 2.4 ZX MT
257,2011,35000,Petrol,Manual,Third,19.7,796,35,5.0,1.85,MARUTI,OMNI MPI CARGO BSIII W/ IMMOBILISER
258,2017,27872,Petrol,Manual,Second,20.4,1197,81.80,5.0,5.95,MARUTI,SWIFT VXI BSIV
259,2014,16514,Petrol,Manual,First,18.9,1197,82,5.0,3.75,HYUNDAI,GRAND I10 MAGNA
260,2012,120000,Diesel,Manual,First,22.9,1248,74,5.0,3.75,MARUTI,SWIFT VDI
261,2008,143275,Diesel,Manual,First,22.0,1582,126.2,5.0,2.6,HYUNDAI,VERNA CRDI 1.6 SX
262,2006,99000,Petrol,Manual,First,0.0,1086,,5.0,1.75,HYUNDAI,SANTRO XING XL
263,2010,52000,Petrol,Manual,First,17.0,1197,80,5.0,2.8,HYUNDAI,I20 1.2 SPORTZ
264,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5.0,61.29,MERCEDES-BENZ,GLE 350D
265,2014,57000,Diesel,Manual,Second,15.8,2148,170,5.0,18.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI CLASSIC
266,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5.0,4.35,MARUTI,RITZ ZDI
267,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5.0,13.75,HYUNDAI,CRETA 1.6 CRDI SX
268,2010,67000,Petrol,Manual,First,19.0,998,66.1,5.0,2.0,MARUTI,A-STAR VXI
269,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5.0,10.0,RENAULT,DUSTER 110PS DIESEL RXZ OPTION
270,2010,120000,Diesel,Manual,First,17.8,1248,76,5.0,1.65,FIAT,GRANDE PUNTO 1.3 EMOTION PACK (DIESEL)
271,2017,51982,Diesel,Automatic,First,16.55,2993,258,5.0,45.77,BMW,X3 XDRIVE30D M SPORT
272,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5.0,3.25,HYUNDAI,I10 SPORTZ
273,2016,47000,Diesel,Manual,First,12.8,2494,102,7.0,12.8,TOYOTA,INNOVA 2.5 G4 DIESEL 7-SEATER
274,2002,60000,Petrol,Manual,Third,17.3,993,60,5.0,0.55,MARUTI,ZEN VXI BSII
275,2018,31025,Diesel,Manual,First,28.4,1248,74,5.0,7.15,MARUTI,SWIFT VDI
276,2013,105000,Diesel,Manual,Second,12.05,2179,120,8.0,7.0,MAHINDRA,SCORPIO VLX 2.2 MHAWK AIRBAG BSIV
277,2017,121900,Diesel,Manual,First,22.95,1248,74,5.0,3.75,TATA,ZEST QUADRAJET 1.3 75PS XE
278,2017,22695,Petrol,Manual,First,18.88,999,123.24,5.0,8.5,FORD,ECOSPORT 1.0 ECOBOOST TITANIUM PLUS
279,2012,73000,Diesel,Manual,First,23.4,1248,74,5.0,4.35,MARUTI,SWIFT DZIRE ZDI
280,2016,32227,Petrol,Manual,First,22.74,796,47.3,5.0,3.26,MARUTI,ALTO 800 LXI
281,2011,55000,Petrol,Manual,First,17.0,1497,118,5.0,4.21,HONDA,CITY 1.5 S MT
282,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7.0,70.36,AUDI,Q7 3.0 TDI QUATTRO TECHNOLOGY
283,2009,48000,Diesel,Automatic,Second,17.0,1896,105,5.0,2.95,SKODA,LAURA 1.9 TDI AT AMBIENTE
284,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5.0,4.28,HYUNDAI,VERNA 1.6 SX VTVT (O)
285,2009,78442,Petrol,Automatic,First,16.8,1497,118,5.0,3.57,HONDA,CITY 1.5 V AT
286,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5.0,3.11,HYUNDAI,I20 MAGNA OPTIONAL 1.4 CRDI
287,2014,45051,Petrol,Automatic,First,15.0,1396,98.6,5.0,5.96,HYUNDAI,I20 SPORTZ AT 1.4
288,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.7,VOLKSWAGEN,VENTO DIESEL HIGHLINE
289,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5.0,6.9,HONDA,CITY I VTEC VX
290,2018,45000,Diesel,Manual,First,22.95,1248,74,5.0,5.25,TATA,ZEST QUADRAJET 1.3 75PS XE
291,2015,64000,Diesel,Automatic,First,18.48,1995,177,5.0,28.0,BMW,5 SERIES 2003-2012 520D
292,2009,60000,Petrol,Manual,First,18.9,1061,67,5.0,1.35,MARUTI,WAGON R LXI MINOR
293,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5.0,4.85,HONDA,JAZZ VX
294,2012,58006,Diesel,Manual,First,15.0,1896,105,5.0,6.7,VOLKSWAGEN,JETTA 2007-2011 2.0 TDI COMFORTLINE
295,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.1,HYUNDAI,I10 MAGNA 1.2
296,2015,77771,Diesel,Automatic,First,19.27,2143,170,5.0,18.64,MERCEDES-BENZ,NEW C-CLASS C 220 CDI AVANTGARDE
297,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5.0,2.8,HYUNDAI,I10 MAGNA 1.2 ITECH SE
298,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7.0,20.25,TOYOTA,INNOVA CRYSTA 2.4 ZX MT
299,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5.0,26.78,AUDI,A6 2011-2015 2.0 TDI TECHNOLOGY
300,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7.0,8.26,TOYOTA,INNOVA 2.5 VX (DIESEL) 7 SEATER
301,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5.0,3.89,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
302,2011,70000,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,MARUTI,ALTO K10 LXI
303,2017,15000,Petrol,Automatic,First,18.0,1497,117.3,5.0,12.69,HONDA,CITY I-VTEC CVT ZX
304,2013,59138,Diesel,Manual,First,17.0,1405,70,5.0,2.58,TATA,INDIGO LX
305,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5.0,20.77,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS
306,2015,48000,Diesel,Automatic,First,17.9,2143,136,5.0,20.26,MERCEDES-BENZ,GLA CLASS 200 CDI SPORT
307,2006,58000,Petrol,Manual,Second,0.0,1086,,5.0,1.5,HYUNDAI,SANTRO XING XL
308,2011,60020,Diesel,Manual,First,17.8,1248,,5.0,2.5,MARUTI,SWIFT VDI BSIV
309,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,MARUTI,CELERIO VXI AT
310,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5.0,57.0,MERCEDES-BENZ,GLE 250D
311,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5.0,44.0,LAND,ROVER RANGE ROVER HSE DYNAMIC
312,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5.0,3.65,VOLKSWAGEN,VENTO DIESEL TRENDLINE
313,2012,71791,Petrol,Manual,First,14.0,796,35,5.0,2.05,MARUTI,OMNI 8 SEATER BSIV
314,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5.0,3.13,HONDA,BRIO 1.2 VX MT
315,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7.0,1.5,TATA,SUMO DELUX
316,2012,91183,Diesel,Manual,First,18.0,1248,75,5.0,2.85,TATA,INDICA VISTA AURA 1.3 QUADRAJET
317,2012,65000,Petrol,Manual,First,18.9,998,67.1,5.0,2.65,MARUTI,WAGON R LXI BS IV
318,2015,88428,Diesel,Manual,First,16.0,2179,140,7.0,10.6,MAHINDRA,XUV500 W8 4WD
319,2008,138000,Diesel,Manual,Second,17.1,1396,70,5.0,1.25,TATA,INDIGO LS DICOR
320,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7.0,8.25,MARUTI,ERTIGA PASEO VXI
321,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5.0,4.45,HONDA,ACCORD 2.4 A/T
322,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.7,MARUTI,SWIFT DZIRE VDI
323,2009,160000,Diesel,Manual,First,17.8,1399,68,5.0,2.8,FORD,FIESTA EXI 1.4 TDCI LTD
324,2008,40000,Petrol,Manual,First,17.7,1497,78,5.0,1.8,HONDA,CITY ZX GXI
325,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5.0,21.95,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS
326,2011,30000,Diesel,Automatic,First,9.52,2993,313,4.0,49.0,BMW,6 SERIES 640D GRAN COUPE
327,2017,97430,Diesel,Automatic,First,14.75,2967,245,7.0,62.67,AUDI,Q7 45 TDI QUATTRO TECHNOLOGY
328,2008,42496,CNG,Manual,First,26.3,998,67.1,5.0,1.4,MARUTI,ZEN ESTILO LXI GREEN (CNG)
329,2012,83000,Diesel,Manual,First,23.0,1396,90,5.0,5.5,HYUNDAI,I20 1.4 CRDI ASTA
330,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5.0,2.95,HYUNDAI,I10 SPORTZ AT
331,2016,28503,Petrol,Automatic,First,19.0,1199,88.7,5.0,6.86,HONDA,JAZZ 1.2 V CVT I VTEC
332,2015,76496,Diesel,Manual,First,25.2,1248,74,5.0,6.15,MARUTI,SWIFT VDI BSIV
333,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5.0,3.3,HYUNDAI,I20 ASTA 1.2
334,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.55,VOLKSWAGEN,POLO PETROL COMFORTLINE 1.2L
335,2009,35000,Petrol,Manual,First,19.7,796,46.3,5.0,1.5,MARUTI,ALTO LXI
336,2004,105000,Petrol,Automatic,Second,11.3,1794,125,5.0,2.5,TOYOTA,COROLLA H4
337,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5.0,1.4,MARUTI,ALTO LXI
338,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5.0,3.4,TATA,MANZA ELAN QUADRAJET BS IV
339,2012,38000,Petrol,Manual,First,19.7,796,46.3,5.0,2.25,MARUTI,ALTO LXI
340,2013,775000,Diesel,Automatic,First,19.3,1968,141,5.0,7.5,SKODA,OCTAVIA AMBITION PLUS 2.0 TDI AT
341,2008,80000,Petrol,Automatic,First,11.3,1794,125,5.0,2.8,TOYOTA,COROLLA H4
342,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5.0,7.66,HYUNDAI,I20 ASTA OPTION 1.2
343,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,7.15,MARUTI,VITARA BREZZA LDI
344,2010,87430,Petrol,Manual,First,17.0,1497,118,5.0,3.5,HONDA,CITY 1.5 V MT
345,2014,133944,Diesel,Manual,Second,18.0,1248,75,5.0,3.5,TATA,INDICA VISTA AQUA 1.3 QUADRAJET
346,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5.0,3.45,HONDA,AMAZE S I-DTECH
347,2016,27904,Petrol,Manual,First,21.1,814,55.2,5.0,3.55,HYUNDAI,EON D LITE PLUS
348,2015,30717,Diesel,Automatic,Second,21.76,1995,190,5.0,25.99,BMW,3 SERIES LUXURY LINE
349,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5.0,5.25,HYUNDAI,VERNA 1.6 SX
350,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5.0,2.9,TATA,MANZA CLUB CLASS QUADRAJET90 LS
351,2005,100000,Petrol,Automatic,First,14.45,1984,227,5.0,2.05,SKODA,OCTAVIA RS
352,2017,30000,Petrol,Manual,First,24.07,998,67.1,5.0,3.75,MARUTI,ALTO K10 VXI
353,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5.0,6.75,FORD,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL
354,2011,21000,Petrol,Manual,Second,18.0,995,62,5.0,0.95,CHEVROLET,SPARK 1.0 LS
355,2017,21000,Diesel,Automatic,First,19.33,1999,177,5.0,52.0,JAGUAR,XF 2.0 DIESEL PORTFOLIO
356,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5.0,3.91,HONDA,CR-V RVI MT
357,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5.0,27.3,SKODA,SUPERB L&K 1.8 TSI AT
358,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.7,HYUNDAI,I10 MAGNA 1.2
359,2013,70000,Diesel,Manual,First,22.9,1248,74,5.0,3.5,MARUTI,SWIFT LDI
360,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5.0,6.2,MARUTI,SWIFT DZIRE VXI AT
361,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,2.75,NISSAN,MICRA DIESEL XV
362,2015,130000,Diesel,Manual,First,23.4,1248,74,5.0,3.25,MARUTI,SWIFT DZIRE TOUR LDI
363,2012,63400,Diesel,Manual,First,17.8,1399,67,5.0,3.25,FORD,FIESTA CLASSIC 1.4 DURATORQ CLXI
364,2003,65000,Petrol,Manual,First,17.3,993,60,5.0,0.65,MARUTI,ZEN LX
365,2017,8350,Petrol,Manual,First,13.8,1998,192,5.0,35.0,MINI,CLUBMAN COOPER S
366,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5.0,3.25,TOYOTA,ETIOS GD
367,2018,26200,Petrol,Manual,First,24.7,796,47.3,5.0,2.9,MARUTI,ALTO 800 2016-2019 LXI
368,2011,11000,Petrol,Manual,Third,18.9,796,47,5.0,2.9,MARUTI,ALTO VXI
369,2009,90000,Diesel,Automatic,Second,11.0,2993,235,5.0,17.75,BMW,X5 3.0D
370,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5.0,8.25,NISSAN,TEANA XV
371,2015,37081,Petrol,Automatic,First,18.9,1197,82,5.0,5.77,HYUNDAI,GRAND I10 AT ASTA
372,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.49,MARUTI,VITARA BREZZA ZDI PLUS
373,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7.0,12.95,AUDI,Q7 3.0 TDI QUATTRO PREMIUM PLUS
374,2015,38000,Diesel,Automatic,First,17.9,2143,136,5.0,20.0,MERCEDES-BENZ,GLA CLASS 200 CDI
375,2007,72000,Petrol,Manual,Third,16.1,796,37,4.0,1.0,MARUTI,800 AC
376,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5.0,7.1,RENAULT,DUSTER 85PS DIESEL RXL
377,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5.0,16.5,TOYOTA,COROLLA ALTIS D-4D GL
378,2014,25000,Diesel,Manual,First,15.8,2148,170,5.0,26.0,MERCEDES-BENZ,NEW C-CLASS 220
379,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5.0,3.2,MARUTI,RITZ VDI
380,2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7.0,9.48,HONDA,BRV I-VTEC V CVT
381,2015,74310,Diesel,Manual,First,24.4,1120,71,5.0,4.0,HYUNDAI,XCENT 1.1 CRDI BASE
382,2014,59364,Diesel,Automatic,First,14.21,2143,203,5.0,26.5,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI AVANTGARDE
383,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5.0,11.77,MERCEDES-BENZ,B CLASS B180
384,2017,33900,Diesel,Automatic,First,15.0,2143,204,5.0,37.0,MERCEDES-BENZ,E-CLASS 2015-2017 E250 EDITION E
385,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5.0,8.75,HONDA,CITY I VTEC VX OPTION
386,2007,50958,Petrol,Manual,First,17.0,1086,,5.0,1.95,HYUNDAI,SANTRO XING XL ERLX EURO III
387,2011,93982,Petrol,Manual,First,17.0,1497,118,5.0,3.75,HONDA,CITY 1.5 S MT
388,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5.0,2.5,HYUNDAI,VERNA TRANSFORM VTVT
389,2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5.0,34.5,JAGUAR,XE PORTFOLIO
390,2015,52516,Petrol,Manual,First,18.0,1198,86.7,5.0,4.65,HONDA,AMAZE S I-VTECH
391,2015,20000,Petrol,Automatic,First,18.86,1598,122,4.0,32.0,MINI,COOPER CONVERTIBLE 1.6
392,2017,56451,Diesel,Automatic,First,13.5,2987,282,5.0,62.81,MERCEDES-BENZ,S CLASS 2005 2013 S 350 CDI
393,2014,37000,Petrol,Manual,First,21.1,814,55.2,5.0,3.25,HYUNDAI,EON MAGNA PLUS
394,2014,17400,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,MARUTI,WAGON R VXI BS IV
395,2011,90207,Diesel,Manual,First,21.1,1248,73.9,5.0,3.91,MARUTI,RITZ LDI
396,2011,89616,Diesel,Automatic,First,16.07,1995,181,5.0,11.0,BMW,3 SERIES 320D SEDAN
397,2014,85000,Diesel,Manual,First,13.49,2179,138.03,5.0,3.5,TATA,XENON XT EX 4X2
398,2014,79271,Diesel,Automatic,First,20.38,1968,143,5.0,16.5,AUDI,A3 35 TDI ATTRACTION
399,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5.0,30.0,LAND,ROVER RANGE ROVER 2.2L DYNAMIC
400,2010,85001,Diesel,Automatic,Second,12.0,2987,224,7.0,28.0,MERCEDES-BENZ,GL-CLASS 2007 2012 350 CDI LUXURY
401,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7.0,28.0,MITSUBISHI,PAJERO SPORT 4X2 AT DUALTONE BLACKTOP
402,2010,125000,Petrol,Manual,First,19.7,796,46.3,5.0,0.92,MARUTI,ALTO LX
403,2013,53000,Petrol,Manual,First,14.0,1061,64,5.0,2.75,MARUTI,WAGON R LXI BSIII
404,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5.0,53.83,LAND,ROVER RANGE ROVER 2.2L PRESTIGE
405,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5.0,4.95,HYUNDAI,VERNA 1.6 SX VTVT
406,2013,56000,Diesel,Automatic,First,16.73,2993,218,5.0,33.5,BMW,5 SERIES 525D SEDAN
407,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5.0,27.95,JAGUAR,XF DIESEL
408,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5.0,7.25,SKODA,SUPERB ELEGANCE 1.8 TSI AT
409,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5.0,25.71,AUDI,Q3 35 TDI QUATTRO PREMIUM
410,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5.0,29.67,LAND,ROVER RANGE ROVER 2.2L PURE
411,2013,35299,Diesel,Automatic,First,14.84,2143,170,5.0,19.0,MERCEDES-BENZ,NEW C-CLASS 220 CDI AT
412,2017,28464,Diesel,Manual,First,15.4,2179,120,7.0,13.05,MAHINDRA,SCORPIO S10 4WD
413,2015,41000,Diesel,Automatic,First,21.76,1995,190,5.0,25.5,BMW,3 SERIES LUXURY LINE
414,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7.0,8.5,HONDA,BR-V I-VTEC S MT
415,2010,92098,Diesel,Automatic,Second,16.0,2400,215,5.0,7.25,VOLVO,S80 2006-2013 D5
416,2005,5834,Petrol,Manual,First,13.2,1495,94,5.0,0.8,HYUNDAI,ACCENT GLE
417,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5.0,6.9,HYUNDAI,I20 ACTIVE SX PETROL
418,2018,22397,Petrol,Automatic,First,11.5,2996,367,5.0,70.99,MERCEDES-BENZ,GLC 43 AMG COUPE
419,2015,20800,Petrol,Manual,Second,21.1,814,55.2,5.0,2.25,HYUNDAI,EON MAGNA PLUS
420,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5.0,5.5,HYUNDAI,GRAND I10 SPORTZ EDITION
421,2013,52576,Petrol,Manual,First,13.0,1493,100,5.0,4.35,HONDA,CITY 1.5 EXI S
422,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.25,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
423,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5.0,24.5,AUDI,A6 35 TFSI MATRIX
424,2010,42021,Diesel,Manual,First,0.0,1968,,5.0,5.45,VOLKSWAGEN,JETTA 2007-2011 1.9 L TDI
425,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5.0,12.03,HYUNDAI,CRETA 1.6 SX PLUS DUAL TONE PETROL
426,2011,50000,Petrol,Automatic,Second,11.74,1796,186,5.0,8.5,MERCEDES-BENZ,NEW C-CLASS C 200 CGI AVANTGARDE
427,2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4.0,28.5,MINI,COOPER CONVERTIBLE S
428,2006,108000,Petrol,Manual,Second,17.0,1086,,5.0,1.2,HYUNDAI,SANTRO XING XO ERLX EURO II
429,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5.0,5.75,TOYOTA,ETIOS VD
430,2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5.0,3.2,HONDA,BRIO S MT
431,2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5.0,9.89,MARUTI,BALENO ALPHA AUTOMATIC
432,2012,143017,Diesel,Automatic,First,20.0,1968,138.1,5.0,6.58,SKODA,LAURA AMBIENTE 2.0 TDI CR AT
433,2018,13102,Petrol,Manual,First,21.1,814,55.2,5.0,4.06,HYUNDAI,EON ERA PLUS
434,2019,24950,Diesel,Manual,First,20.37,1461,108.45,5.0,13.37,RENAULT,CAPTUR 1.5 DIESEL RXL
435,2011,57832,Diesel,Automatic,First,16.2,2993,258,5.0,25.82,BMW,5 SERIES 2003-2012 GT 530D LE
436,2016,34267,Petrol,Manual,First,22.74,796,47.3,5.0,3.74,MARUTI,ALTO 800 LXI
437,2015,33000,Diesel,Automatic,Second,16.8,1984,150,5.0,22.0,VOLVO,V40 D3
438,2007,55100,Petrol,Manual,First,18.9,998,67.1,5.0,1.45,MARUTI,WAGON R LXI BSII
439,2008,40000,Petrol,Manual,First,17.7,1497,78,5.0,2.0,HONDA,CITY ZX GXI
440,2017,31841,CNG,Manual,First,15.1,1196,73,5.0,4.7,MARUTI,EECO 5 STR WITH AC PLUS HTR CNG
441,2014,15000,Petrol,Manual,First,13.7,1399,98.79,8.0,3.75,CHEVROLET,ENJOY 1.4 LS 8
442,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7.0,7.7,MAHINDRA,BOLERO ZLX
443,2012,50243,Petrol,Manual,First,0.0,1086,,5.0,3.35,HYUNDAI,SANTRO GLS I - EURO I
444,2014,20600,Petrol,Manual,First,21.1,814,55.2,5.0,2.6,HYUNDAI,EON D LITE
445,2017,29952,Petrol,Automatic,First,13.0,1591,121.3,5.0,13.77,HYUNDAI,CRETA 1.6 SX PLUS PETROL AUTOMATIC
446,2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5.0,7.1,VOLKSWAGEN,VENTO 1.6 COMFORTLINE
447,2008,61938,Petrol,Automatic,Second,12.9,1799,130,5.0,2.65,HONDA,CIVIC 2006-2010 1.8 S AT
448,2014,67000,Diesel,Manual,First,22.3,1248,74,5.0,2.5,TATA,INDICA VISTA QUADRAJET LS
449,2013,61672,Diesel,Manual,First,16.0,2179,140,7.0,7.53,MAHINDRA,XUV500 W8 2WD
450,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5.0,7.98,HYUNDAI,I20 1.2 ASTA OPTION
451,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,39.0,AUDI,Q5 30 TDI QUATTRO PREMIUM PLUS
452,2011,67000,Petrol,Manual,Second,18.5,1197,85.80,5.0,2.25,MARUTI,RITZ VXI
453,2010,66000,Petrol,Manual,Second,13.17,1999,114,5.0,3.85,MITSUBISHI,CEDIA SPORTS
454,2015,80883,Diesel,Manual,First,12.8,2494,102,7.0,13.5,TOYOTA,INNOVA 2.5 V DIESEL 7-SEATER
455,2016,80219,Diesel,Manual,First,27.62,793,47,5.0,3.5,MARUTI,CELERIO LDI
456,2018,12923,Diesel,Manual,First,25.1,1248,88.5,5.0,8.92,MARUTI,S-CROSS DELTA DDIS 200 SH
457,2016,86642,Diesel,Automatic,First,15.17,1968,181,5.0,20.37,AUDI,Q3 35 TDI QUATTRO PREMIUM PLUS
458,2016,19235,Diesel,Automatic,First,21.76,1995,190,5.0,36.5,BMW,3 SERIES LUXURY LINE
