,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,brand,model,Engine 
268,2010,67000,Petrol,Manual,First,19.0,19.0,2.0,MARUTI,A-STAR VXI,998.0
269,2016,26000,Diesel,Manual,First,19.64,19.64,10.0,RENAULT,DUSTER 110PS,1461.0
270,2010,120000,Diesel,Manual,First,17.8,17.8,1.65,FIAT,GRANDE PUNTO,1248.0
271,2017,51982,Diesel,Automatic,First,16.55,16.55,45.77,BMW,X3 XDRIVE30D,2993.0
272,2010,36000,Petrol,Manual,Second,20.36,20.36,3.25,HYUNDAI,I10 SPORTZ,1197.0
273,2016,47000,Diesel,Manual,First,12.8,12.8,12.8,TOYOTA,INNOVA 2.5,2494.0
274,2002,60000,Petrol,Manual,Third,17.3,17.3,0.55,MARUTI,ZEN VXI,993.0
275,2018,31025,Diesel,Manual,First,28.4,28.4,7.15,MARUTI,SWIFT VDI,1248.0
276,2013,105000,Diesel,Manual,Second,12.05,12.05,7.0,MAHINDRA,SCORPIO VLX,2179.0
277,2017,121900,Diesel,Manual,First,22.95,22.95,3.75,TATA,ZEST QUADRAJET,1248.0
278,2017,22695,Petrol,Manual,First,18.88,18.88,8.5,FORD,ECOSPORT 1.0,999.0
279,2012,73000,Diesel,Manual,First,23.4,23.4,4.35,MARUTI,SWIFT DZIRE,1248.0
280,2016,32227,Petrol,Manual,First,22.74,22.74,3.26,MARUTI,ALTO 800,796.0
281,2011,55000,Petrol,Manual,First,17.0,17.0,4.21,HONDA,CITY 1.5,1497.0
282,2018,11287,Diesel,Automatic,First,12.07,12.07,70.36,AUDI,Q7 3.0,2967.0
283,2009,48000,Diesel,Automatic,Second,17.0,17.0,2.95,SKODA,LAURA 1.9,1896.0
284,2012,54308,Petrol,Manual,First,17.1,17.1,4.28,HYUNDAI,VERNA 1.6,1591.0
285,2009,78442,Petrol,Automatic,First,16.8,16.8,3.57,HONDA,CITY 1.5,1497.0
286,2013,46000,Diesel,Manual,First,21.9,21.9,3.11,HYUNDAI,I20 MAGNA,1396.0
287,2014,45051,Petrol,Automatic,First,15.0,15.0,5.96,HYUNDAI,I20 SPORTZ,1396.0
288,2011,69000,Diesel,Manual,First,20.54,20.54,4.7,VOLKSWAGEN,VENTO DIESEL,1598.0
289,2014,49000,Petrol,Manual,First,17.4,17.4,6.9,HONDA,CITY I,1497.0
290,2018,45000,Diesel,Manual,First,22.95,22.95,5.25,TATA,ZEST QUADRAJET,1248.0
291,2015,64000,Diesel,Automatic,First,18.48,18.48,28.0,BMW,5 SERIES,1995.0
292,2009,60000,Petrol,Manual,First,18.9,18.9,1.35,MARUTI,WAGON R,1061.0
293,2015,62178,Petrol,Manual,First,18.2,18.2,4.85,HONDA,JAZZ VX,1199.0
294,2012,58006,Diesel,Manual,First,15.0,15.0,6.7,VOLKSWAGEN,JETTA 2007-2011,1896.0
295,2010,74000,Petrol,Manual,First,20.36,20.36,3.1,HYUNDAI,I10 MAGNA,1197.0
296,2015,77771,Diesel,Automatic,First,19.27,19.27,18.64,MERCEDES-BENZ,NEW C-CLASS,2143.0
297,2012,45275,Petrol,Manual,First,20.36,20.36,2.8,HYUNDAI,I10 MAGNA,1197.0
298,2016,48000,Diesel,Manual,First,13.68,13.68,20.25,TOYOTA,INNOVA CRYSTA,2393.0
299,2015,31652,Diesel,Automatic,First,17.68,17.68,26.78,AUDI,A6 2011-2015,1968.0
300,2010,109000,Diesel,Manual,Second,12.99,12.99,8.26,TOYOTA,INNOVA 2.5,2494.0
301,2015,31978,Petrol,Manual,First,16.47,16.47,3.89,VOLKSWAGEN,POLO PETROL,1198.0
302,2011,70000,Petrol,Manual,First,20.92,20.92,2.1,MARUTI,ALTO K10,998.0
303,2017,15000,Petrol,Automatic,First,18.0,18.0,12.69,HONDA,CITY I-VTEC,1497.0
304,2013,59138,Diesel,Manual,First,17.0,17.0,2.58,TATA,INDIGO LX,1405.0
305,2014,61726,Diesel,Automatic,First,17.68,17.68,20.77,AUDI,A6 2011-2015,1968.0
306,2015,48000,Diesel,Automatic,First,17.9,17.9,20.26,MERCEDES-BENZ,GLA CLASS,2143.0
307,2006,58000,Petrol,Manual,Second,0.0,0.0,1.5,HYUNDAI,SANTRO XING,1086.0
308,2011,60020,Diesel,Manual,First,17.8,17.8,2.5,MARUTI,SWIFT VDI,1248.0
309,2014,77815,Petrol,Automatic,First,23.1,23.1,4.25,MARUTI,CELERIO VXI,998.0
310,2017,29000,Diesel,Automatic,First,17.9,17.9,57.0,MERCEDES-BENZ,GLE 250D,2143.0
311,2017,44000,Diesel,Automatic,First,12.7,12.7,44.0,LAND,ROVER RANGE,2179.0
312,2011,108626,Diesel,Manual,First,20.54,20.54,3.65,VOLKSWAGEN,VENTO DIESEL,1598.0
313,2012,71791,Petrol,Manual,First,14.0,14.0,2.05,MARUTI,OMNI 8,796.0
314,2012,91931,Petrol,Manual,First,18.5,18.5,3.13,HONDA,BRIO 1.2,1198.0
315,2000,158000,Diesel,Manual,Second,14.07,14.07,1.5,TATA,SUMO DELUX,2956.0
316,2012,91183,Diesel,Manual,First,18.0,18.0,2.85,TATA,INDICA VISTA,1248.0
317,2012,65000,Petrol,Manual,First,18.9,18.9,2.65,MARUTI,WAGON R,998.0
318,2015,88428,Diesel,Manual,First,16.0,16.0,10.6,MAHINDRA,XUV500 W8,2179.0
319,2008,138000,Diesel,Manual,Second,17.1,17.1,1.25,TATA,INDIGO LS,1396.0
320,2018,18000,Petrol,Manual,First,16.02,16.02,8.25,MARUTI,ERTIGA PASEO,1373.0
321,2011,60000,Petrol,Automatic,First,11.7,11.7,4.45,HONDA,ACCORD 2.4,2354.0
322,2012,48000,Diesel,Manual,First,19.3,19.3,3.7,MARUTI,SWIFT DZIRE,1248.0
323,2009,160000,Diesel,Manual,First,17.8,17.8,2.8,FORD,FIESTA EXI,1399.0
324,2008,40000,Petrol,Manual,First,17.7,17.7,1.8,HONDA,CITY ZX,1497.0
325,2014,51495,Diesel,Automatic,First,17.68,17.68,21.95,AUDI,A6 2011-2015,1968.0
326,2011,30000,Diesel,Automatic,First,9.52,9.52,49.0,BMW,6 SERIES,2993.0
327,2017,97430,Diesel,Automatic,First,14.75,14.75,62.67,AUDI,Q7 45,2967.0
328,2008,42496,CNG,Manual,First,26.3,26.3,1.4,MARUTI,ZEN ESTILO,998.0
329,2012,83000,Diesel,Manual,First,23.0,23.0,5.5,HYUNDAI,I20 1.4,1396.0
330,2009,37000,Petrol,Automatic,Third,16.95,16.95,2.95,HYUNDAI,I10 SPORTZ,1197.0
331,2016,28503,Petrol,Automatic,First,19.0,19.0,6.86,HONDA,JAZZ 1.2,1199.0
332,2015,76496,Diesel,Manual,First,25.2,25.2,6.15,MARUTI,SWIFT VDI,1248.0
333,2011,79152,Petrol,Manual,Second,18.5,18.5,3.3,HYUNDAI,I20 ASTA,1197.0
334,2011,32000,Petrol,Manual,First,16.47,16.47,2.55,VOLKSWAGEN,POLO PETROL,1198.0
335,2009,35000,Petrol,Manual,First,19.7,19.7,1.5,MARUTI,ALTO LXI,796.0
336,2004,105000,Petrol,Automatic,Second,11.3,11.3,2.5,TOYOTA,COROLLA H4,1794.0
337,2006,56000,Petrol,Manual,Second,19.7,19.7,1.4,MARUTI,ALTO LXI,796.0
338,2012,73000,Diesel,Manual,First,21.12,21.12,3.4,TATA,MANZA ELAN,1248.0
339,2012,38000,Petrol,Manual,First,19.7,19.7,2.25,MARUTI,ALTO LXI,796.0
340,2013,775000,Diesel,Automatic,First,19.3,19.3,7.5,SKODA,OCTAVIA AMBITION,1968.0
341,2008,80000,Petrol,Automatic,First,11.3,11.3,2.8,TOYOTA,COROLLA H4,1794.0
342,2016,24973,Petrol,Manual,First,18.6,18.6,7.66,HYUNDAI,I20 ASTA,1197.0
343,2016,45000,Diesel,Manual,First,24.3,24.3,7.15,MARUTI,VITARA BREZZA,1248.0
344,2010,87430,Petrol,Manual,First,17.0,17.0,3.5,HONDA,CITY 1.5,1497.0
345,2014,133944,Diesel,Manual,Second,18.0,18.0,3.5,TATA,INDICA VISTA,1248.0
346,2013,57000,Diesel,Manual,First,25.8,25.8,3.45,HONDA,AMAZE S,1498.0
347,2016,27904,Petrol,Manual,First,21.1,21.1,3.55,HYUNDAI,EON D,814.0
348,2015,30717,Diesel,Automatic,Second,21.76,21.76,25.99,BMW,3 SERIES,1995.0
349,2012,80000,Diesel,Manual,First,22.32,22.32,5.25,HYUNDAI,VERNA 1.6,1582.0
350,2013,47304,Diesel,Manual,First,21.02,21.02,2.9,TATA,MANZA CLUB,1248.0
351,2005,100000,Petrol,Automatic,First,14.45,14.45,2.05,SKODA,OCTAVIA RS,1984.0
352,2017,30000,Petrol,Manual,First,24.07,24.07,3.75,MARUTI,ALTO K10,998.0
353,2014,68000,Diesel,Manual,First,22.7,22.7,6.75,FORD,ECOSPORT 1.5,1498.0
354,2011,21000,Petrol,Manual,Second,18.0,18.0,0.95,CHEVROLET,SPARK 1.0,995.0
355,2017,21000,Diesel,Automatic,First,19.33,19.33,52.0,JAGUAR,XF 2.0,1999.0
356,2007,119000,Petrol,Manual,Third,13.1,13.1,3.91,HONDA,CR-V RVI,1997.0
357,2019,13747,Petrol,Automatic,First,14.67,14.67,27.3,SKODA,SUPERB L&K,1798.0
358,2009,620000,Petrol,Manual,First,20.36,20.36,2.7,HYUNDAI,I10 MAGNA,1197.0
359,2013,70000,Diesel,Manual,First,22.9,22.9,3.5,MARUTI,SWIFT LDI,1248.0
360,2016,18000,Petrol,Automatic,First,18.5,18.5,6.2,MARUTI,SWIFT DZIRE,1197.0
361,2011,83000,Diesel,Manual,First,23.08,23.08,2.75,NISSAN,MICRA DIESEL,1461.0
362,2015,130000,Diesel,Manual,First,23.4,23.4,3.25,MARUTI,SWIFT DZIRE,1248.0
363,2012,63400,Diesel,Manual,First,17.8,17.8,3.25,FORD,FIESTA CLASSIC,1399.0
364,2003,65000,Petrol,Manual,First,17.3,17.3,0.65,MARUTI,ZEN LX,993.0
365,2017,8350,Petrol,Manual,First,13.8,13.8,35.0,MINI,CLUBMAN COOPER,1998.0
366,2014,45000,Diesel,Manual,First,23.59,23.59,3.25,TOYOTA,ETIOS GD,1364.0
367,2018,26200,Petrol,Manual,First,24.7,24.7,2.9,MARUTI,ALTO 800,796.0
368,2011,11000,Petrol,Manual,Third,18.9,18.9,2.9,MARUTI,ALTO VXI,796.0
369,2009,90000,Diesel,Automatic,Second,11.0,11.0,17.75,BMW,X5 3.0D,2993.0
370,2015,74000,Petrol,Automatic,Second,11.07,11.07,8.25,NISSAN,TEANA XV,2496.0
371,2015,37081,Petrol,Automatic,First,18.9,18.9,5.77,HYUNDAI,GRAND I10,1197.0
372,2017,39000,Diesel,Manual,First,24.3,24.3,9.49,MARUTI,VITARA BREZZA,1248.0
373,2008,99000,Diesel,Automatic,Third,12.07,12.07,12.95,AUDI,Q7 3.0,2967.0
374,2015,38000,Diesel,Automatic,First,17.9,17.9,20.0,MERCEDES-BENZ,GLA CLASS,2143.0
375,2007,72000,Petrol,Manual,Third,16.1,16.1,1.0,MARUTI,800 AC,796.0
376,2015,93000,Diesel,Manual,Second,20.45,20.45,7.1,RENAULT,DUSTER 85PS,1461.0
377,2017,5900,Diesel,Manual,First,21.43,21.43,16.5,TOYOTA,COROLLA ALTIS,1364.0
378,2014,25000,Diesel,Manual,First,15.8,15.8,26.0,MERCEDES-BENZ,NEW C-CLASS,2148.0
379,2010,68000,Diesel,Manual,Second,21.1,21.1,3.2,MARUTI,RITZ VDI,1248.0
380,2017,35676,Petrol,Automatic,First,16.0,16.0,9.48,HONDA,BRV I-VTEC,1497.0
381,2015,74310,Diesel,Manual,First,24.4,24.4,4.0,HYUNDAI,XCENT 1.1,1120.0
382,2014,59364,Diesel,Automatic,First,14.21,14.21,26.5,MERCEDES-BENZ,E-CLASS 2009-2013,2143.0
383,2014,41380,Petrol,Automatic,Second,14.8,14.8,11.77,MERCEDES-BENZ,B CLASS,1595.0
384,2017,33900,Diesel,Automatic,First,15.0,15.0,37.0,MERCEDES-BENZ,E-CLASS 2015-2017,2143.0
385,2016,28000,Petrol,Manual,First,17.8,17.8,8.75,HONDA,CITY I,1497.0
386,2007,50958,Petrol,Manual,First,17.0,17.0,1.95,HYUNDAI,SANTRO XING,1086.0
387,2011,93982,Petrol,Manual,First,17.0,17.0,3.75,HONDA,CITY 1.5,1497.0
388,2010,95000,Petrol,Manual,First,16.2,16.2,2.5,HYUNDAI,VERNA TRANSFORM,1599.0
389,2017,9000,Petrol,Automatic,First,13.5,13.5,34.5,JAGUAR,XE PORTFOLIO,1999.0
390,2015,52516,Petrol,Manual,First,18.0,18.0,4.65,HONDA,AMAZE S,1198.0
391,2015,20000,Petrol,Automatic,First,18.86,18.86,32.0,MINI,COOPER CONVERTIBLE,1598.0
392,2017,56451,Diesel,Automatic,First,13.5,13.5,62.81,MERCEDES-BENZ,S CLASS,2987.0
393,2014,37000,Petrol,Manual,First,21.1,21.1,3.25,HYUNDAI,EON MAGNA,814.0
394,2014,17400,Petrol,Manual,First,20.51,20.51,3.1,MARUTI,WAGON R,998.0
395,2011,90207,Diesel,Manual,First,21.1,21.1,3.91,MARUTI,RITZ LDI,1248.0
396,2011,89616,Diesel,Automatic,First,16.07,16.07,11.0,BMW,3 SERIES,1995.0
397,2014,85000,Diesel,Manual,First,13.49,13.49,3.5,TATA,XENON XT,2179.0
398,2014,79271,Diesel,Automatic,First,20.38,20.38,16.5,AUDI,A3 35,1968.0
399,2012,56000,Diesel,Automatic,First,12.7,12.7,30.0,LAND,ROVER RANGE,2179.0
400,2010,85001,Diesel,Automatic,Second,12.0,12.0,28.0,MERCEDES-BENZ,GL-CLASS 2007,2987.0
401,2018,12000,Diesel,Automatic,First,13.5,13.5,28.0,MITSUBISHI,PAJERO SPORT,2477.0
402,2010,125000,Petrol,Manual,First,19.7,19.7,0.92,MARUTI,ALTO LX,796.0
403,2013,53000,Petrol,Manual,First,14.0,14.0,2.75,MARUTI,WAGON R,1061.0
404,2017,34990,Diesel,Automatic,First,12.7,12.7,53.83,LAND,ROVER RANGE,2179.0
405,2011,49768,Petrol,Manual,Second,17.01,17.01,4.95,HYUNDAI,VERNA 1.6,1591.0
406,2013,56000,Diesel,Automatic,First,16.73,16.73,33.5,BMW,5 SERIES,2993.0
407,2013,75000,Diesel,Automatic,First,14.74,14.74,27.95,JAGUAR,XF DIESEL,2993.0
408,2010,57000,Petrol,Automatic,First,13.7,13.7,7.25,SKODA,SUPERB ELEGANCE,1798.0
409,2017,37542,Diesel,Automatic,First,15.73,15.73,25.71,AUDI,Q3 35,1968.0
410,2014,95649,Diesel,Automatic,First,12.7,12.7,29.67,LAND,ROVER RANGE,2179.0
411,2013,35299,Diesel,Automatic,First,14.84,14.84,19.0,MERCEDES-BENZ,NEW C-CLASS,2143.0
412,2017,28464,Diesel,Manual,First,15.4,15.4,13.05,MAHINDRA,SCORPIO S10,2179.0
413,2015,41000,Diesel,Automatic,First,21.76,21.76,25.5,BMW,3 SERIES,1995.0
414,2017,9000,Petrol,Manual,First,15.4,15.4,8.5,HONDA,BR-V I-VTEC,1497.0
415,2010,92098,Diesel,Automatic,Second,16.0,16.0,7.25,VOLVO,S80 2006-2013,2400.0
416,2005,5834,Petrol,Manual,First,13.2,13.2,0.8,HYUNDAI,ACCENT GLE,1495.0
417,2017,40250,Petrol,Manual,First,17.19,17.19,6.9,HYUNDAI,I20 ACTIVE,1197.0
418,2018,22397,Petrol,Automatic,First,11.5,11.5,70.99,MERCEDES-BENZ,GLC 43,2996.0
419,2015,20800,Petrol,Manual,Second,21.1,21.1,2.25,HYUNDAI,EON MAGNA,814.0
420,2018,40322,Petrol,Manual,First,18.9,18.9,5.5,HYUNDAI,GRAND I10,1197.0
421,2013,52576,Petrol,Manual,First,13.0,13.0,4.35,HONDA,CITY 1.5,1493.0
422,2010,55000,Petrol,Manual,First,16.47,16.47,2.25,VOLKSWAGEN,POLO PETROL,1198.0
423,2016,47000,Petrol,Automatic,First,15.26,15.26,24.5,AUDI,A6 35,1798.0
424,2010,42021,Diesel,Manual,First,0.0,0.0,5.45,VOLKSWAGEN,JETTA 2007-2011,1968.0
425,2017,23163,Petrol,Manual,First,15.29,15.29,12.03,HYUNDAI,CRETA 1.6,1591.0
426,2011,50000,Petrol,Automatic,Second,11.74,11.74,8.5,MERCEDES-BENZ,NEW C-CLASS,1796.0
427,2014,11900,Petrol,Automatic,First,16.82,16.82,28.5,MINI,COOPER CONVERTIBLE,1998.0
428,2006,108000,Petrol,Manual,Second,17.0,17.0,1.2,HYUNDAI,SANTRO XING,1086.0
429,2013,37000,Diesel,Manual,First,23.59,23.59,5.75,TOYOTA,ETIOS VD,1364.0
430,2014,30000,Petrol,Manual,Second,19.4,19.4,3.2,HONDA,BRIO S,1198.0
431,2018,12831,Petrol,Automatic,First,21.4,21.4,9.89,MARUTI,BALENO ALPHA,1197.0
432,2012,143017,Diesel,Automatic,First,20.0,20.0,6.58,SKODA,LAURA AMBIENTE,1968.0
433,2018,13102,Petrol,Manual,First,21.1,21.1,4.06,HYUNDAI,EON ERA,814.0
434,2019,24950,Diesel,Manual,First,20.37,20.37,13.37,RENAULT,CAPTUR 1.5,1461.0
435,2011,57832,Diesel,Automatic,First,16.2,16.2,25.82,BMW,5 SERIES,2993.0
436,2016,34267,Petrol,Manual,First,22.74,22.74,3.74,MARUTI,ALTO 800,796.0
437,2015,33000,Diesel,Automatic,Second,16.8,16.8,22.0,VOLVO,V40 D3,1984.0
438,2007,55100,Petrol,Manual,First,18.9,18.9,1.45,MARUTI,WAGON R,998.0
439,2008,40000,Petrol,Manual,First,17.7,17.7,2.0,HONDA,CITY ZX,1497.0
440,2017,31841,CNG,Manual,First,15.1,15.1,4.7,MARUTI,EECO 5,1196.0
441,2014,15000,Petrol,Manual,First,13.7,13.7,3.75,CHEVROLET,ENJOY 1.4,1399.0
442,2016,82756,Diesel,Manual,First,15.96,15.96,7.7,MAHINDRA,BOLERO ZLX,2523.0
443,2012,50243,Petrol,Manual,First,0.0,0.0,3.35,HYUNDAI,SANTRO GLS,1086.0
444,2014,20600,Petrol,Manual,First,21.1,21.1,2.6,HYUNDAI,EON D,814.0
445,2017,29952,Petrol,Automatic,First,13.0,13.0,13.77,HYUNDAI,CRETA 1.6,1591.0
446,2017,15000,Petrol,Manual,Second,16.09,16.09,7.1,VOLKSWAGEN,VENTO 1.6,1598.0
447,2008,61938,Petrol,Automatic,Second,12.9,12.9,2.65,HONDA,CIVIC 2006-2010,1799.0
448,2014,67000,Diesel,Manual,First,22.3,22.3,2.5,TATA,INDICA VISTA,1248.0
449,2013,61672,Diesel,Manual,First,16.0,16.0,7.53,MAHINDRA,XUV500 W8,2179.0
450,2017,26185,Petrol,Manual,First,18.6,18.6,7.98,HYUNDAI,I20 1.2,1197.0
451,2014,38000,Diesel,Automatic,Second,14.16,14.16,39.0,AUDI,Q5 30,1968.0
452,2011,67000,Petrol,Manual,Second,18.5,18.5,2.25,MARUTI,RITZ VXI,1197.0
453,2010,66000,Petrol,Manual,Second,13.17,13.17,3.85,MITSUBISHI,CEDIA SPORTS,1999.0
454,2015,80883,Diesel,Manual,First,12.8,12.8,13.5,TOYOTA,INNOVA 2.5,2494.0
455,2016,80219,Diesel,Manual,First,27.62,27.62,3.5,MARUTI,CELERIO LDI,793.0
456,2018,12923,Diesel,Manual,First,25.1,25.1,8.92,MARUTI,S-CROSS DELTA,1248.0
457,2016,86642,Diesel,Automatic,First,15.17,15.17,20.37,AUDI,Q3 35,1968.0
458,2016,19235,Diesel,Automatic,First,21.76,21.76,36.5,BMW,3 SERIES,1995.0
459,2016,51002,Diesel,Automatic,First,11.33,11.33,48.91,AUDI,Q7 4.2,4134.0
460,2016,6800,Petrol,Manual,First,18.6,18.6,7.2,HYUNDAI,I20 2015-2017,1197.0
461,2012,82749,Diesel,Manual,First,19.01,19.01,5.99,RENAULT,DUSTER 110PS,1461.0
462,2016,51000,Diesel,Manual,First,24.4,24.4,5.25,HYUNDAI,XCENT 1.1,1120.0
463,2014,31465,Diesel,Manual,First,22.7,22.7,6.5,FORD,ECOSPORT 1.5,1498.0
464,2013,76476,Petrol,Manual,First,16.47,16.47,4.4,VOLKSWAGEN,POLO PETROL,1198.0
465,2017,14000,Diesel,Manual,First,24.0,24.0,4.6,HYUNDAI,GRAND I10,1120.0
466,2013,47000,Diesel,Manual,First,21.12,21.12,2.95,TATA,MANZA AQUA,1248.0
467,2011,48466,Petrol,Manual,First,17.0,17.0,3.26,HONDA,CITY 1.5,1497.0
468,2008,46000,Petrol,Manual,Second,17.92,17.92,2.22,HYUNDAI,SANTRO XING,1086.0
469,2012,162663,Diesel,Manual,First,12.99,12.99,10.5,TOYOTA,INNOVA 2.5,2494.0
470,2017,25142,Diesel,Manual,First,28.09,28.09,8.26,MARUTI,CIAZ 1.3,1248.0
471,2013,69000,Diesel,Manual,First,12.55,12.55,14.45,TOYOTA,FORTUNER 4X4,2982.0
472,2009,80524,Petrol,Manual,Second,15.3,15.3,2.5,FORD,FIESTA 1.6,1596.0
473,2018,26405,Petrol,Automatic,First,12.6,12.6,51.43,MERCEDES-BENZ,E-CLASS E,1950.0
474,2014,45000,Diesel,Manual,First,15.8,15.8,23.0,MERCEDES-BENZ,NEW C-CLASS,2148.0
475,2012,64284,Diesel,Manual,First,17.72,17.72,5.5,SKODA,YETI AMBITION,1968.0
476,2015,27000,Petrol,Manual,First,18.9,18.9,4.5,HYUNDAI,GRAND I10,1197.0
477,2018,3678,Petrol,Manual,First,18.16,18.16,6.8,FORD,FIGO 2015-2019,1196.0
478,2013,21000,Petrol,Manual,First,16.8,16.8,8.75,SKODA,OCTAVIA AMBITION,1395.0
479,2015,67000,Diesel,Manual,Second,19.87,19.87,7.0,RENAULT,DUSTER 85PS,1461.0
480,2015,24000,Diesel,Automatic,Second,15.68,15.68,33.5,LAND,ROVER RANGE,1999.0
481,2011,75000,Diesel,Manual,Second,20.0,20.0,2.25,FORD,FIGO DIESEL,1399.0
482,2008,179000,Diesel,Automatic,Second,12.8,12.8,4.24,FORD,ENDEAVOUR HURRICANE,2953.0
483,2017,47198,Diesel,Manual,First,12.55,12.55,28.42,TOYOTA,FORTUNER 4X4,2982.0
484,2012,52000,Diesel,Manual,First,22.07,22.07,2.75,VOLKSWAGEN,POLO DIESEL,1199.0
485,2011,91000,Diesel,Manual,First,23.2,23.2,3.0,MARUTI,RITZ VDI,1248.0
486,2013,60000,Diesel,Manual,First,23.08,23.08,3.55,NISSAN,MICRA DIESEL,1461.0
487,2013,37873,Diesel,Manual,First,22.32,22.32,4.8,HYUNDAI,VERNA 1.6,1582.0
488,2011,31000,Petrol,Automatic,First,10.8,10.8,13.5,BMW,5 SERIES,2497.0
489,2017,129000,Diesel,Automatic,First,11.0,11.0,56.0,MERCEDES-BENZ,GLS 350D,2987.0
490,2004,78000,Petrol,Automatic,First,12.0,12.0,3.99,HONDA,CR-V 2.4L,2354.0
491,2016,32000,Diesel,Automatic,First,17.01,17.01,15.5,HYUNDAI,CRETA 1.6,1582.0
492,2010,59000,Petrol,Manual,Second,19.81,19.81,2.32,HYUNDAI,I10 ERA,1086.0
493,2016,35437,Diesel,Automatic,First,20.0,20.0,18.58,MERCEDES-BENZ,A CLASS,2143.0
494,2014,98000,Petrol,Manual,First,16.02,16.02,5.5,MARUTI,ERTIGA VXI,1373.0
495,2006,72000,Diesel,Manual,Second,18.7,18.7,3.2,SKODA,OCTAVIA CLASSIC,1896.0
496,2015,79000,Petrol,Manual,First,18.0,18.0,4.0,HONDA,AMAZE VX,1198.0
497,2004,29000,Petrol,Manual,First,17.3,17.3,1.6,MARUTI,ZEN LXI,993.0
498,2013,66012,Petrol,Manual,First,15.5,15.5,4.15,MARUTI,SX4 ZXI,1586.0
499,2014,35000,Petrol,Automatic,First,16.5,16.5,4.25,HONDA,BRIO VX,1198.0
500,2011,75000,Petrol,Manual,First,18.9,18.9,2.6,MARUTI,WAGON R,998.0
501,2008,80000,Petrol,Automatic,Second,12.1,12.1,3.43,TOYOTA,CAMRY A/T,2362.0
502,2012,32717,Petrol,Manual,First,18.6,18.6,2.55,CHEVROLET,BEAT LS,1199.0
503,2017,25000,Diesel,Automatic,First,12.55,12.55,32.0,TOYOTA,FORTUNER 4X4,2982.0
504,2014,79000,Diesel,Manual,First,22.7,22.7,6.25,FORD,ECOSPORT 1.5,1498.0
505,2010,86000,Diesel,Manual,Second,17.8,17.8,3.6,MARUTI,SWIFT VDI,1248.0
506,2010,137000,Diesel,Automatic,First,13.5,13.5,18.5,MERCEDES-BENZ,S CLASS,2987.0
507,2015,25000,Petrol,Manual,Second,17.3,17.3,4.25,HONDA,MOBILIO S,1497.0
508,2017,8500,Petrol,Manual,Second,18.9,18.9,4.8,HYUNDAI,GRAND I10,1197.0
509,2015,34000,Diesel,Automatic,First,16.0,16.0,13.0,MAHINDRA,XUV500 AT,2179.0
510,2012,41629,Petrol,Manual,Second,14.83,14.83,2.25,SKODA,FABIA 1.6,1598.0
511,2009,80227,Petrol,Manual,First,17.92,17.92,2.3,HYUNDAI,SANTRO XING,1086.0
512,2019,8587,Petrol,Manual,First,15.29,15.29,13.56,HYUNDAI,CRETA 1.6,1591.0
513,2017,30000,Diesel,Manual,First,15.4,15.4,12.25,MAHINDRA,SCORPIO 1.99,1997.0
514,2013,64186,Diesel,Manual,First,20.5,20.5,3.76,SKODA,RAPID 1.6,1598.0
515,2015,76427,Diesel,Manual,First,19.01,19.01,8.58,RENAULT,DUSTER 110PS,1461.0
516,2011,75000,Diesel,Automatic,First,11.7,11.7,27.5,BMW,X5 XDRIVE,2993.0
517,2013,27075,Petrol,Manual,First,17.6,17.6,4.95,TOYOTA,ETIOS G,1496.0
518,2012,30000,Petrol,Manual,First,22.5,22.5,3.3,MARUTI,WAGON R,998.0
519,2016,69434,Petrol,Manual,First,15.8,15.8,8.0,HYUNDAI,CRETA 1.6,1591.0
520,2014,56000,Petrol,Manual,First,23.1,23.1,2.79,MARUTI,CELERIO VXI,998.0
521,2017,49275,Diesel,Automatic,First,12.7,12.7,45.64,LAND,ROVER RANGE,2179.0
522,2014,8700,Petrol,Manual,First,18.6,18.6,2.55,CHEVROLET,BEAT LT,1199.0
523,2014,18000,Petrol,Manual,Second,25.4,25.4,1.0,TATA,NANO TWIST,624.0
524,2017,41041,Diesel,Automatic,First,17.68,17.68,37.56,AUDI,A6 2011-2015,1968.0
525,2009,80464,Diesel,Automatic,Second,11.0,11.0,9.29,MERCEDES-BENZ,E-CLASS 280,2987.0
526,2019,20667,Petrol,Manual,First,22.0,22.0,6.37,MARUTI,SWIFT VXI,1197.0
527,2013,60283,Petrol,Manual,First,14.6,14.6,2.98,FIAT,LINEA T,1368.0
528,2017,31696,Petrol,Manual,First,20.4,20.4,5.75,MARUTI,SWIFT VXI,1197.0
529,2010,100000,Diesel,Manual,First,11.5,11.5,13.0,TOYOTA,FORTUNER 3.0,2982.0
530,2014,13361,Petrol,Manual,First,16.02,16.02,6.8,MARUTI,ERTIGA ZXI,1373.0
531,2010,48394,Petrol,Automatic,First,12.05,12.05,10.49,BMW,3 SERIES,1995.0
532,2014,47399,Petrol,Manual,First,16.02,16.02,5.6,MARUTI,ERTIGA VXI,1373.0
533,2010,69000,Petrol,Automatic,Second,16.8,16.8,2.85,HONDA,CITY 1.5,1497.0
534,2013,65278,Diesel,Manual,First,14.66,14.66,8.36,HYUNDAI,SANTA FE,2199.0
535,2005,108000,Diesel,Manual,First,17.0,17.0,1.0,TATA,INDIGO LS,1405.0
536,2010,50645,Petrol,Automatic,Second,10.93,10.93,10.75,MERCEDES-BENZ,E-CLASS 2009-2013,2497.0
